ID	Edate	elapsed_days	source	target	general_event_code	general_event_type_name	event_code	event_type_name	pattern	news_entry_id	full_title	X1_WOEID	X1_Type	X1_Name	X1_Centroid_latitude	X1_Centroid_longitude	X2_WOEID	X2_Type	X2_Name	X2_Centroid_latitude	X2_Centroid_longitude	X3_WOEID	X3_Type	X3_Name	X3_Centroid_latitude	X3_Centroid_longitude
209	20110420	40651	YEMGOV	IGOGCC	04	Diplomatic	046	Engage in negotiation	HOLDS TALKS WITH	20110420  www_233	Yemen ruling party holds successful talks with GCC foreign ministers.	1940330	Town	Abu Dhabi; Abu Dhabi; AE (Town)	24.4439	54.419	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
210	20110420	40651	IGOGCC	YEMGOV	04	Diplomatic	046	Engage in negotiation	HOLDS TALKS WITH	20110420  www_233	Yemen ruling party holds successful talks with GCC foreign ministers.	1940330	Town	Abu Dhabi; Abu Dhabi; AE (Town)	24.4439	54.419	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
230	20110424	40655	IGOUNO	YEM	04	Diplomatic	046	Engage in negotiation	UNDP AND YEMEN DISCUSS	20110424  www_11379	Yemen and UNDP discuss agricultural cooperation.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
231	20110424	40655	YEM	IGOUNO	04	Diplomatic	046	Engage in negotiation	UNDP AND YEMEN DISCUSS	20110424  www_11379	Yemen and UNDP discuss agricultural cooperation.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
303	20110509	40670	INTHLTH	YEM	04	Diplomatic	046	Engage in negotiation	MSF AND YEMEN DISCUSS	20110509  www_3049	Yemen and MSF discuss support for medical staff and services.	1958930	Town	Aden; `Adan; YE (Town)	12.801	45.0335	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
314	20110510	40671	ARE	YEMGOV	04	Diplomatic	046	Engage in negotiation	ABU DHABI RECEIVES YEMENI PRIME MINISTER	20110510  gulfnews_3060	Abu Dhabi Crown Prince receives Yemeni Prime Minister at Al Mina Palace.	1940330	Town	Abu Dhabi; Abu Dhabi; AE (Town)	24.4439	54.419	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
335	20110516	40677	YEM	GBR	04	Diplomatic	046	Engage in negotiation	DISCUSSES	20110516  www_3081	UK think tank discusses Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
336	20110516	40677	GBR	YEM	04	Diplomatic	046	Engage in negotiation	DISCUSSES	20110516  www_3081	UK think tank discusses Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
339	20110517	40678	MEA	YEMOPP	04	Diplomatic	046	Engage in negotiation	TALKS WITH GULF	20110517  www_100052	Yemen opposition refuses further talks with Gulf representative.	23425002	Country	Yemen (Country)	15.7967	47.8507	12587825	County	Gulf; FL; US (County)	29.9338	-85.2138	99999999	NA	NA	-999	-999
340	20110517	40678	YEMOPP	MEA	04	Diplomatic	046	Engage in negotiation	TALKS WITH GULF	20110517  www_100052	Yemen opposition refuses further talks with Gulf representative.	23425002	Country	Yemen (Country)	15.7967	47.8507	12587825	County	Gulf; FL; US (County)	29.9338	-85.2138	99999999	NA	NA	-999	-999
494	20110712	40734	YEM	MYS	04	Diplomatic	046	Engage in negotiation	MALAYSIA AND YEMEN DISCUSS	20110712  www_1731	Yemen and Malaysia discuss mutual cooperation.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
495	20110712	40734	MYS	YEM	04	Diplomatic	046	Engage in negotiation	MALAYSIA AND YEMEN DISCUSS	20110712  www_1732	Yemen and Malaysia discuss mutual cooperation.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
496	20110712	40734	YEM	MYS	04	Diplomatic	046	Engage in negotiation	MALAYSIA AND YEMEN DISCUSS	20110712  www_1732	Yemen and Malaysia discuss mutual cooperation.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
497	20110712	40734	MYS	YEM	04	Diplomatic	046	Engage in negotiation	MALAYSIA AND YEMEN DISCUSS	20110712  www_1731	Yemen and Malaysia discuss mutual cooperation.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
774	20110926	40810	GOV	IGOEEC	04	Diplomatic	046	Engage in negotiation	EU AND PRESIDENT DISCUSS	20110926  www_155400	Yemen Vice President and EU diplomats discuss efforts for solving crisis.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
775	20110926	40810	IGOEEC	GOV	04	Diplomatic	046	Engage in negotiation	EU AND PRESIDENT DISCUSS	20110926  www_155400	Yemen Vice President and EU diplomats discuss efforts for solving crisis.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
813	20111003	40817	USA	YEM	04	Diplomatic	046	Engage in negotiation	DISCUSSES WITH USAID.	20111003  www_120732	Yemen education minister discusses cooperation with Holland; USAID.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
814	20111003	40817	YEM	USA	04	Diplomatic	046	Engage in negotiation	DISCUSSES WITH USAID.	20111003  www_120732	Yemen education minister discusses cooperation with Holland; USAID.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
828	20111006	40820	YEM	IGOGCC	04	Diplomatic	046	Engage in negotiation	DISCUSS WITH YEMEN	20111006  www_121462	GCC officials discuss railway link with Yemen.	23424738	Country	United Arab Emirates (Country)	24.0144	53.9769	23425002	Country	Yemen (Country)	15.7967	47.8507	1940330	Town	Abu Dhabi; Abu Dhabi; AE (Town)	24.4439	54.419
911	20111029	40843	GOV	GBRGOV	04	Diplomatic	046	Engage in negotiation	BRITISH DIPLOMAT AND MINISTER DISCUSS	20111029  www_101461	Yemen foreign minister and British diplomat discuss developments.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
912	20111029	40843	GBRGOV	GOV	04	Diplomatic	046	Engage in negotiation	BRITISH DIPLOMAT AND MINISTER DISCUSS	20111029  www_101461	Yemen foreign minister and British diplomat discuss developments.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1148	20120113	40919	GOV	USAGOV	04	Diplomatic	046	Engage in negotiation	US AMBASSADOR AND VP DISCUSS	20120113  www_81413	Yemen VP and US ambassador discuss local developments.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1149	20120113	40919	USAGOV	GOV	04	Diplomatic	046	Engage in negotiation	US AMBASSADOR AND VP DISCUSS	20120113  www_81413	Yemen VP and US ambassador discuss local developments.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1150	20120113	40919	GOV	USAGOV	04	Diplomatic	046	Engage in negotiation	US AMBASSADOR AND VP DISCUSS	20120113  www_81413	Yemen VP and US ambassador discuss local developments.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1151	20120113	40919	USAGOV	GOV	04	Diplomatic	046	Engage in negotiation	US AMBASSADOR AND VP DISCUSS	20120113  www_81413	Yemen VP and US ambassador discuss local developments.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1171	20120115	40921	YEMGOV	BHR	04	Diplomatic	046	Engage in negotiation	YEMEN PM RECEIVES BAHRAINI	20120115  www_82527	Yemen PM receives Bahraini counterpart.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424753	Country	Bahrain (Country)	26.0247	50.5485	1967057	Town	Manama; Al Manama; BH (Town)	26.2295	50.5759
1172	20120115	40921	YEMGOV	BHR	04	Diplomatic	046	Engage in negotiation	YEMEN PM RECEIVES BAHRAINI	20120115  www_82527	Yemen PM receives Bahraini counterpart.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1195	20120116	40922	IGOGCC	YEM	04	Diplomatic	046	Engage in negotiation	DISCUSS	20120116  www_83111	Kyulenyer and Thabet discuss ways of implementing GCC pact over Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1196	20120116	40922	YEM	IGOGCC	04	Diplomatic	046	Engage in negotiation	DISCUSS	20120116  www_83111	Kyulenyer and Thabet discuss ways of implementing GCC pact over Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1197	20120116	40922	IGOGCC	YEM	04	Diplomatic	046	Engage in negotiation	DISCUSS	20120116  www_83111	Kyulenyer and Thabet discuss ways of implementing GCC pact over Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1198	20120116	40922	YEM	IGOGCC	04	Diplomatic	046	Engage in negotiation	DISCUSS	20120116  www_83111	Kyulenyer and Thabet discuss ways of implementing GCC pact over Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1199	20120116	40922	IGOGCC	YEM	04	Diplomatic	046	Engage in negotiation	DISCUSS	20120116  www_83111	Kyulenyer and Thabet discuss ways of implementing GCC pact over Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1200	20120116	40922	YEM	IGOGCC	04	Diplomatic	046	Engage in negotiation	DISCUSS	20120116  www_83111	Kyulenyer and Thabet discuss ways of implementing GCC pact over Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1282	20120204	40941	YEMGOV	IGOUNOHCR	04	Diplomatic	046	Engage in negotiation	DISCUSSES WITH UNHCR	20120204  www_59374	Yemen PM discusses issue of IDPs with UNHCR Representative.	23425002	Country	Yemen (Country)	15.7967	47.8507	772465	Town	Salem; Valencia; ES (Town)	38.853	-0.38121	99999999	NA	NA	-999	-999
1283	20120204	40941	IGOUNOHCR	YEMGOV	04	Diplomatic	046	Engage in negotiation	DISCUSSES WITH UNHCR	20120204  www_59374	Yemen PM discusses issue of IDPs with UNHCR Representative.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1292	20120206	40943	YEMGOV	IGOUNO	04	Diplomatic	046	Engage in negotiation	YEMEN PM RECEIVES UN	20120206  www_60643	Yemen PM receives UN official.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1294	20120207	40944	YEMGOV	CUB	04	Diplomatic	046	Engage in negotiation	YEMEN PM RECEIVES CUBAN	20120207  www_61299	Yemen PM receives Cuban diplomat.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1295	20120207	40944	GOV	GBRGOV	04	Diplomatic	046	Engage in negotiation	VP RECEIVES BRITISH OFFICIAL	20120207  www_61301	Yemen VP receives British official; promises reconciliation.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
218	20110423	40654	USAGOV	YEM	04	Diplomatic	017	Engage in symbolic act	MARKS EARTH DAY	20110423  www_305	U.S. Embassy in Yemen marks Earth Day.	23424977	Country	United States (Country)	37.1679	-95.845	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
968	20111123	40868	YEMGOV	SAURIYADHCTY	04	Diplomatic	017	Engage in symbolic act	ATTEND CEREMONY	20111123  www_113087	Yemen president in Riyadh to attend ceremony of singing power transition deal.	1939753	Town	Riyadh; Riyadh; SA (Town)	24.6473	46.7146	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
85	20110321	40621	YEM	QATMED	04	Diplomatic	174	Expel or deport individuals	AL JAZEERA DEPORTED FROM YEMEN	20110321  www_19475	Al Jazeera reporters deported from Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
36	20110309	40609	NLD	YEM	04	Diplomatic	166	Expel or withdraw	TOLD TO LEAVE	20110309  www_19443	Dutch citizens told to leave Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
856	20111013	40827	SAU	YEM	04	Diplomatic	166	Expel or withdraw	RECALLING STUDENTS FROM YEMEN	20111013  arabnews_125316	Saudi Arabia recalling students from Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1037	20111205	40880	YEM	SOM	04	Diplomatic	166	Expel or withdraw	No event found	20111205  www_42677	Somalia: Yemen returnee numbers soar.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424949	Country	Somalia (Country)	5.16158	46.2008	99999999	NA	NA	-999	-999
258	20110430	40661	YEM	SAURIYADHCTY	04	Diplomatic	019	Express accord	SIGN IN RIYADH	20110430  www_13447	Yemen political leaders set to sign Gulf initiative in Riyadh.	1939753	Town	Riyadh; Riyadh; SA (Town)	24.6473	46.7146	23425002	Country	Yemen (Country)	15.7967	47.8507	23424738	Country	United Arab Emirates (Country)	24.0144	53.9769
990	20111126	40871	IGOGCC	YEM	04	Diplomatic	019	Express accord	SIGNING INITIATIVE YEMEN	20111126  www_115352	Islamic Organization chief welcomes signing of GCC initiative on Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
238	20110425	40656	YEMOPP	MEA	04	Diplomatic	034	Express intent to bring political reform	No event found	20110425  english_10122	Yemen's opposition 'agrees to Gulf plan'.	12587825	County	Gulf; FL; US (County)	29.9338	-85.2138	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
329	20110514	40675	YEMGOV	RUS	04	Diplomatic	0341	Express intent to change leadership	TELLS RUSSIAN WILL STEP DOWN	20110514  www_100061	Yemen President Saleh tells Russian TV he will step down.	23424936	Country	Russia (Country)	59.4538	108.831	23425002	Country	Yemen (Country)	15.7967	47.8507	12587825	County	Gulf; FL; US (County)	29.9338	-85.2138
1123	20120107	40913	USA	YEM	04	Diplomatic	030	Express intent to cooperate	TO SUPPORT GOVERNMENT	20120107  www_77765	USA to support Yemen's national unity government.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424977	Country	United States (Country)	37.1679	-95.845	99999999	NA	NA	-999	-999
1202	20120116	40922	YEM	NOR	04	Diplomatic	030	Express intent to cooperate	YEMEN ASSURES NORWEGIAN	20120116  www_83107	Abducted Norwegian in Yemen assures friends he is safe.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1203	20120116	40922	YEM	NOR	04	Diplomatic	030	Express intent to cooperate	YEMEN ASSURES NORWEGIAN	20120116  www_83107	Abducted Norwegian in Yemen assures friends he is safe.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1204	20120116	40922	GBR	YEMGOV	04	Diplomatic	030	Express intent to cooperate	SAYS SECURITY	20120116  www_83108	UK Ambassador says Yemen's security; stability and unity is very important to the British government.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1258	20120128	40934	IGOEEC	YEM	04	Diplomatic	030	Express intent to cooperate	EU ASSURES YEMEN	20120128  www_90206	EU official assures Yemen is top priority.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1296	20120207	40944	IGOUNO	YEMGOV	04	Diplomatic	030	Express intent to cooperate	SUPPORTS ELECTIONS	20120207  www_61300	UN supports Yemen presidential elections.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1378	20120317	40983	YEM	MOSRAD	04	Diplomatic	030	Express intent to cooperate	SEEK UNITY	20120317  www_142734	Yemen northern Salafis seek unity with southern fellows.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1386	20120319	40985	YEM	MOSRAD	04	Diplomatic	030	Express intent to cooperate	ENTER POLITICAL ARENA	20120319  www_143991	Yemen Salafis finally enter political arena.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
802	20110930	40814	IGOIMF	YEM	04	Diplomatic	0311	Express intent to cooperate economically	IMF TO SUPPORTING YEMEN'S FINANCIAL	20110930  www_117593	IMF to continue supporting Yemen's financial and administrative reforms.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1082	20111224	40899	GBR	YEM	04	Diplomatic	0311	Express intent to cooperate economically	SUPPORTING STABILITY	20111224  www_55215	Britain to continue supporting Yemen's stability and development.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424975	Country	United Kingdom (Country)	54.3141	-2.23001	33880	Town	Salem; Wales; GB (Town)	51.9196	-4.00416
1083	20111224	40899	IGOIMF	YEM	04	Diplomatic	0311	Express intent to cooperate economically	SUPPORT GENERAL BUDGET	20111224  www_55216	IMF to support Yemen general budget.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1128	20120108	40914	IGOGCC	YEM	04	Diplomatic	0311	Express intent to cooperate economically	SUPPORT STABILITY	20120108  www_78339	Zayani stresses GCC support for Yemen's stability.	55959679	Sea	Persian Gulf (Sea)	27.1638	52.1833	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1173	20120115	40921	DEU	YEM	04	Diplomatic	0311	Express intent to cooperate economically	ALLOCATES MORE AIDS	20120115  www_82526	Germany allocates more aids to Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424829	Country	Germany (Country)	51.1642	10.4542	99999999	NA	NA	-999	-999
1174	20120115	40921	DEU	YEM	04	Diplomatic	0311	Express intent to cooperate economically	ALLOCATES MORE AIDS	20120115  www_82526	Germany allocates more aids to Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1320	20120217	40954	USA	YEM	04	Diplomatic	0311	Express intent to cooperate economically	USAID YEMEN LAUNCHES ASSISTANCE PROGRAM	20120217  www_70703	USAID Yemen administrator launches assistance program.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424977	Country	United States (Country)	37.1679	-95.845	99999999	NA	NA	-999	-999
288	20110506	40667	IGOGCC	YEM	04	Diplomatic	032	Express intent to engage in diplomatic cooperation such as policy support	BACKED YEMEN	20110506  english_2929	GCC-backed Yemen deal 'postponed'.	23425002	Country	Yemen (Country)	15.7967	47.8507	1939753	Town	Riyadh; Riyadh; SA (Town)	24.6473	46.7146	99999999	NA	NA	-999	-999
679	20110909	40793	USASPY	YEM	04	Diplomatic	032	Express intent to engage in diplomatic cooperation such as policy support	BACKFIRE YEMEN	20110909  www_144113	CIA action may backfire in Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	2459115	Town	New York; NY; US (Town)	40.7146	-74.0071	2514815	Town	Washington; DC; US (Town)	38.8991	-77.029
794	20110930	40814	USA	YEM	04	Diplomatic	032	Express intent to engage in diplomatic cooperation such as policy support	BACKS YEMEN	20110930  www_157124	US backs Yemen claims of al-Qaeda leader's death.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1205	20120116	40922	ARE	YEM	04	Diplomatic	032	Express intent to engage in diplomatic cooperation such as policy support	PLEDGES SUPPORT FOR YEMEN	20120116  gulfnews_85292	UAE pledges full support for Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1206	20120116	40922	ARE	YEM	04	Diplomatic	032	Express intent to engage in diplomatic cooperation such as policy support	PLEDGES SUPPORT FOR YEMEN	20120116  gulfnews_85292	UAE pledges full support for Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1207	20120116	40922	ARE	YEM	04	Diplomatic	032	Express intent to engage in diplomatic cooperation such as policy support	PLEDGES SUPPORT FOR YEMEN	20120116  gulfnews_85292	UAE pledges full support for Yemen.	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
126	20110405	40636	YEM	IGOGCC	04	Diplomatic	036	Express intent to meet or negotiate	CALL FOR TALKS	20110405  arabnews_13491	Yemen accepts GCC call for talks and troops fire at protesters again.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424977	Country	United States (Country)	37.1679	-95.845	1939753	Town	Riyadh; Riyadh; SA (Town)	24.6473	46.7146
186	20110416	40647	YEM	MEA	04	Diplomatic	036	Express intent to meet or negotiate	No event found	20110416  www_182	Yemen gears up for Gulf imitative talks.	23425002	Country	Yemen (Country)	15.7967	47.8507	1939753	Town	Riyadh; Riyadh; SA (Town)	24.6473	46.7146	99999999	NA	NA	-999	-999
266	20110502	40663	IGOGCC	YEM	04	Diplomatic	036	Express intent to meet or negotiate	PLANS TALKS	20110502  arabnews_2839	GCC plans more talks on Yemen.	1939753	Town	Riyadh; Riyadh; SA (Town)	24.6473	46.7146	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999
1265	20120129	40935	YEMGOV	USA	04	Diplomatic	036	Express intent to meet or negotiate	FLYING TO US	20120129  www_56522	Yemen President clears airs with his own tribe before flying to US for treatment.	23424977	Country	United States (Country)	37.1679	-95.845	23425002	Country	Yemen (Country)	15.7967	47.8507	56190153	County	Sanhan; San`ar; YE (Muderiah)	15.2256	44.3042
502	20110712	40734	INTBUS	YEM	04	Diplomatic	0331	Express intent to provide economic aid	LOANS YEMEN MILLION	20110712  www_1728	IDB loans Yemen $37 million.	23425002	Country	Yemen (Country)	15.7967	47.8507	1939873	Town	Jeddah; Makkah; SA (Town)	21.4817	39.1829	99999999	NA	NA	-999	-999
503	20110712	40734	GBR	YEM	04	Diplomatic	0331	Express intent to provide economic aid	ANNOUNCES ECONOMIC AID	20110712  www_1729	Britain announces increase in economic aid to Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
504	20110712	40734	IGOIMF	YEM	04	Diplomatic	0331	Express intent to provide economic aid	TO PRESENT NEEDED FINANCIAL ASSISTANCE TO YEMEN	20110712  www_1730	IMF ready to present much needed financial assistance to Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
602	20110824	40777	JPN	YEM	04	Diplomatic	0331	Express intent to provide economic aid	OFFERS ECONOMIC SUPPORT	20110824  www_1240	Japan offers Yemen economic support.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1097	20111229	40904	SAU	YEM	04	Diplomatic	033	Express intent to provide material aid	WILL DONATE	20111229  gulfnews_54909	Saudis will donate fuel to fight Yemen shortage.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
874	20111017	40831	YEM	FRA	04	Diplomatic	139	Give ultimatum	THREATEN TO KILL FRENCH IN YEMEN	20111017  www_128469	Kidnappers threaten to kill French hostages in Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
661	20110906	40790	YEM	SSDN	04	Diplomatic	054	Grant diplomatic recognition	OFFICIALLY RECOGNIZES REPUBLIC OF SOUTH SUDAN	20110906  www_141748	Yemen officially recognizes Republic of South Sudan.	56558055	Country	The Republic of South Sudan (Country)	7.85099	30.0498	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
105	20110331	40631	SRCDEF	YEMOPP	04	Diplomatic	161	Halt negotiation	No event found	20110331  arabnews_13480	Yemen protesters remember dead and talks stall.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1144	20120112	40918	YEM	WST	04	Diplomatic	172	Impose administrative sanctions	BANNED	20120112  www_80128	Packages still banned from Yemen to the west.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
1105	20111231	40906	IGOUNOKID	YEM	04	Diplomatic	090	Investigate	MONITOR	20111231  www_74520	UNICEF Yemen continues to monitor and report on the six grave child rights violation.	23425002	Country	Yemen (Country)	15.7967	47.8507	22725987	Suburb	Al Yarmuk; Riyadh; Riyadh; SA (Suburb)	24.8052	46.7872	1939857	Town	Harad; Eastern; SA (Town)	24.1441	49.0584
720	20110914	40798	IGOUNO	YEM	04	Diplomatic	092	Investigate human rights abuses	PROBE HUMAN RIGHTS	20110914  www_147231	UN report urges probe into alleged human rights abuses in Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
728	20110916	40800	IGOUNO	YEM	04	Diplomatic	092	Investigate human rights abuses	PROBE HUMAN RIGHTS	20110916  www_150818	UN urges probe into alleged human rights abuses in Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
30	20110309	40609	RUS	YEM	04	Diplomatic	020	Make an appeal or request	URGES	20110309  www_19439	Russia urges Yemen government to free kidnapped Tajik.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
213	20110421	40652	MEA	YEMGOV	04	Diplomatic	020	Make an appeal or request	URGE	20110421  english_219	Gulf mediators urge Yemen's Saleh to quit.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
323	20110514	40675	MEA	YEM	04	Diplomatic	020	Make an appeal or request	URGES	20110514  www_100390	Gulf urges Yemen rivals to sign deal.	23425002	Country	Yemen (Country)	15.7967	47.8507	12587825	County	Gulf; FL; US (County)	29.9338	-85.2138	99999999	NA	NA	-999	-999
446	20110623	40715	USAGOV	YEM	04	Diplomatic	020	Make an appeal or request	URGES	20110623  english_2638	US envoy urges speedy transition in Yemen.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
486	20110710	40732	USA	YEMGOV	04	Diplomatic	020	Make an appeal or request	URGES	20110710  english_1667	US urges Yemen's Saleh to transfer power.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
572	20110814	40767	YEMOPP	WST	04	Diplomatic	020	Make an appeal or request	ASKS WEST TO	20110814  arabnews_1021	Yemen opposition figure asks West to freeze Saleh assets.	23425002	Country	Yemen (Country)	15.7967	47.8507	23424938	Country	Saudi Arabia (Country)	24.2612	45.1203	99999999	NA	NA	-999	-999
668	20110908	40792	YEMOPP	IGOGCC	04	Diplomatic	020	Make an appeal or request	URGES	20110908  www_142534	Yemen's ruling party urges opposition to dialogue for implementing GCC pact.	23425002	Country	Yemen (Country)	15.7967	47.8507	99999999	NA	NA	-999	-999	99999999	NA	NA	-999	-999
