ID,Class,Classified,Bandwidth,Posterior_prob_1,Posterior_prob_2,Posterior_prob_3,Mahalanobis2_1,Mahalanobis2_2,Mahalanobis2_3,Category_1_P_0,Category_1_P_1,Category_1_P_2,Category_1_P_3,Category_1_P_4,Category_2_P_0,Category_2_P_1,Category_2_P_2,Category_2_P_3,Category_2_P_4,Category_3_P_0,Category_3_P_1,Category_3_P_2,Category_3_P_3,Category_3_P_4
111,3,3,4.1231,0.0000,0.0000,1.0000,569.0199,49.0002,2.0047,-136.8521,29.1545,38.3276,8.4759,-34.4677,-277.7746,20.0270,6.9951,104.8767,-0.0272,-441.2776,16.9050,-2.3265,141.2292,25.8353
7,1,1,4.1231,1.0000,0.0000,0.0000,1.4538,301.3891,592.9582,-130.5924,29.0248,35.8604,5.1926,-39.8062,-264.4902,17.4545,2.9590,105.9622,-13.3368,-409.2649,13.3488,-8.3680,141.3710,9.3815
62,2,2,4.1231,0.0000,1.0000,0.0000,339.8363,1.1991,46.6757,-126.1336,29.3192,30.5357,3.5296,-39.3738,-266.9898,14.2669,-2.3020,114.4100,-18.1745,-411.3857,8.6232,-13.4493,152.6431,0.3713
149,3,3,4.1231,0.0000,0.0000,1.0000,700.9778,68.9723,4.9178,-136.9539,29.8975,31.7640,7.3888,-39.8079,-291.6547,8.2487,6.9824,126.9870,-20.9584,-445.1025,-0.3881,-0.1139,168.9358,-5.0336
8,1,1,4.0000,1.0000,0.0000,0.0000,1.3061,311.0788,615.6820,-145.3726,34.4941,28.0443,7.4222,-30.7423,-303.0894,7.9491,16.2581,122.0117,-12.0218,-462.8963,-2.9652,14.8053,164.7957,2.1800
11,1,1,4.1231,1.0000,0.0000,0.0000,0.5122,360.4776,710.9521,-128.3813,34.4134,18.8046,6.4266,-10.6674,-325.0078,7.8862,13.3349,122.7493,17.5553,-519.0947,-2.0344,13.6465,167.7782,36.1779
69,2,2,4.0000,0.0000,1.0000,0.0000,520.6179,6.5512,84.3720,-124.1176,33.9086,14.3787,13.0893,8.6628,-438.5784,8.2795,5.2325,162.7512,60.0212,-733.3363,-0.0008,3.2715,221.9603,90.0601
86,2,2,4.2426,0.0000,1.0000,0.0000,599.6890,2.5776,104.8411,-127.3154,34.7417,12.6557,19.9129,16.2487,-533.1741,12.1359,-5.0320,198.3928,76.8906,-897.4647,6.2606,-11.3027,268.8624,109.7772
26,1,1,5.0990,1.0000,0.0000,0.0000,2.0400,480.3900,989.6137,-127.4569,36.2815,15.0470,10.5285,14.9534,-466.7859,17.8348,-5.1921,161.5789,72.0763,-782.3306,14.5307,-13.0441,221.0325,101.4926
139,3,3,5.3852,0.0000,0.0000,1.0000,612.8999,119.5656,0.8117,-76.0163,4.0138,28.6115,34.1409,-32.8210,-200.0547,-15.6422,32.4704,106.6075,38.9708,-437.1534,-36.0832,48.8961,160.7291,100.1156
99,2,2,5.0990,0.0000,1.0000,0.0000,136.1156,6.4343,112.4281,-85.4771,5.8172,34.0522,27.3324,-38.4102,-165.5375,-8.6649,30.8110,80.8855,21.7749,-339.4971,-24.1918,42.8357,120.1551,69.3015
15,1,1,4.2426,1.0000,0.0000,0.0000,6.2420,198.2050,481.9303,-102.8468,4.2956,45.5879,29.7108,-49.8742,-159.5383,-4.3468,32.4038,71.9995,14.2544,-314.4938,-16.0587,40.5171,105.1232,58.3564
3,1,1,4.1231,1.0000,0.0000,0.0000,1.1779,130.4971,323.4114,-112.2355,8.7487,45.9907,26.4363,-55.5908,-154.7753,7.7617,23.4037,61.6218,-10.3081,-265.0255,4.6331,21.8875,82.8980,18.1440
39,1,1,4.1231,1.0000,0.0000,0.0000,3.7566,161.1664,374.5160,-123.4498,19.6282,37.9538,22.2440,-44.4340,-203.1777,17.1215,16.7592,75.0352,-9.3946,-330.2658,16.8344,11.9306,99.1705,14.5392
128,3,3,4.0000,0.0000,0.0000,1.0000,571.4020,51.3088,2.7578,-142.9012,21.2931,40.2105,42.4597,-40.5916,-342.0360,15.5812,24.3742,140.3264,-6.1547,-553.6001,14.9090,20.5007,181.6059,21.2292
60,2,2,4.4721,0.0000,1.0000,0.0000,295.1984,3.1983,53.6888,-148.0899,27.0439,45.5179,16.7467,-40.0693,-287.3024,21.3144,14.5532,106.7183,-5.9825,-451.7302,20.5152,4.4010,141.5715,18.8903
2,1,1,4.4721,1.0000,0.0000,0.0000,1.8298,291.1356,588.3646,-144.2630,29.6119,42.4963,7.1720,-38.4383,-283.7852,20.9691,5.2657,109.1953,-8.0466,-438.6066,18.8690,-7.9103,146.1020,13.7337
93,2,2,4.2426,0.0000,1.0000,0.0000,362.6860,1.1685,63.3941,-138.4619,31.8688,33.9161,5.4354,-36.8133,-306.9116,17.4351,-4.6783,132.0519,-14.4772,-474.7411,12.8513,-18.1143,176.5742,2.3122
146,3,3,5.0000,0.0000,0.0000,1.0000,503.4091,42.8825,5.7340,-143.1185,35.2045,30.3244,2.3493,-36.3470,-255.1210,15.6147,10.0549,100.3258,-25.5432,-373.5928,8.7809,4.4202,133.4010,-13.4801
95,2,2,4.1231,0.0000,1.0000,0.0000,427.5278,1.2343,53.4511,-192.9629,41.8899,29.9000,48.1946,-63.3805,-472.6549,15.8894,20.4050,214.2229,-88.9504,-669.8625,6.4570,19.3357,267.5638,-86.8151
98,2,2,4.4721,0.0000,1.0000,0.0000,306.2656,1.1377,54.8808,-167.6037,41.4622,23.9473,27.7743,-42.0141,-373.0807,19.6446,18.6783,146.7016,-44.1664,-537.8209,12.7180,18.3215,185.9651,-34.1544
133,3,3,4.4721,0.0000,0.0000,1.0000,702.2962,66.2424,1.0015,-157.3514,40.7875,22.1900,20.2149,-20.6209,-383.2461,20.7169,15.9835,137.2680,-5.0509,-582.1466,15.9266,14.7226,177.5400,13.2156
141,3,3,5.0990,0.0000,0.0000,1.0000,746.9145,72.2204,1.7779,-133.5662,36.6256,20.0112,7.0947,-1.6388,-361.7643,17.0301,7.3493,125.3074,29.2345,-580.3742,13.1252,3.1943,167.9758,51.7058
85,2,2,5.3852,0.0000,1.0000,0.0000,585.4110,5.8858,97.0586,-139.2880,38.4925,16.8725,15.4725,10.4357,-499.3240,17.7405,-2.3139,176.6814,73.0880,-836.7223,14.1160,-10.1075,238.8303,109.8182
107,3,3,6.3246,0.0000,0.0000,1.0000,533.8718,98.8980,4.7563,-84.4193,4.0030,35.1302,30.5347,-40.2890,-179.5851,-12.1555,32.4925,88.0523,41.8254,-388.5489,-30.5314,46.7335,132.1447,107.7419
127,3,3,5.6569,0.0000,0.0000,1.0000,487.0738,83.4635,1.4361,-93.8949,3.2767,41.9281,30.9005,-50.9810,-167.1911,-8.6716,31.9201,79.6147,28.6720,-348.4963,-23.4122,42.0950,117.1073,87.1476
23,1,1,5.0990,1.0000,0.0000,0.0000,2.9841,186.7509,442.8625,-112.2207,2.3596,54.6629,30.6257,-67.2463,-149.4477,-3.6964,32.9234,68.2840,1.7802,-284.7331,-12.8193,36.4235,96.3007,44.6702
58,2,2,4.4721,0.0000,1.0000,0.0000,136.5742,1.4270,64.6091,-125.1495,4.5838,59.6618,29.3872,-74.5318,-146.8992,5.6143,27.7071,58.3193,-9.0425,-256.8896,3.4425,22.8597,77.2445,29.1794
36,1,1,4.4721,1.0000,0.0000,0.0000,1.5000,174.1115,403.2858,-124.1419,19.1581,38.2483,24.9473,-47.0857,-201.5731,15.7735,19.2105,75.8714,-7.7824,-336.3768,16.3099,13.9904,99.5942,21.0761
37,1,1,5.0000,1.0000,0.0000,0.0000,3.1264,224.3734,475.2766,-137.1156,25.9561,37.1690,22.0769,-40.8942,-245.1887,20.2932,18.3941,89.8836,-10.0995,-392.5204,20.0029,13.0081,118.9420,12.6574
65,2,2,5.0000,0.0000,1.0000,0.0000,202.1023,4.4099,76.6959,-149.3731,27.3060,44.5763,18.6470,-38.1876,-277.0437,22.8858,17.4957,99.2916,-7.8163,-433.1646,23.1933,8.5171,131.4966,13.9960
147,3,3,5.0000,0.0000,0.0000,1.0000,594.4905,56.7307,3.9590,-151.7722,29.9375,45.6021,8.5597,-36.0949,-281.9014,25.2803,7.5715,99.3977,0.3450,-435.7168,25.4255,-6.2389,133.2210,23.8695
102,3,3,5.0000,0.0000,0.0000,1.0000,632.6640,53.0129,2.3359,-150.6652,34.8194,35.2223,8.1649,-33.2746,-303.5720,24.7172,1.7388,115.1533,-9.0168,-459.7001,22.4377,-9.8202,153.1495,7.8867
134,3,3,4.4721,0.0000,0.0000,1.0000,715.9589,47.6706,7.6626,-175.5080,42.5308,30.0930,25.0623,-38.5089,-412.5434,28.3853,1.3578,168.3635,-31.8961,-609.8845,24.5508,-7.8091,217.9115,-22.2461
89,2,2,5.0000,0.0000,1.0000,0.0000,318.8079,1.7192,54.5109,-189.7971,46.4787,28.0978,34.6772,-57.3548,-405.5148,26.2464,16.4427,166.4718,-71.0705,-566.6224,19.9843,13.5527,208.2029,-65.4148
29,1,1,5.0990,1.0000,0.0000,0.0000,0.9362,345.0460,612.9269,-207.4817,48.9546,29.9131,46.2603,-65.1254,-439.7764,31.9489,22.7160,173.0908,-87.2382,-600.1414,27.6016,21.0930,211.5325,-83.5896
97,2,2,5.3852,0.0000,1.0000,0.0000,270.5611,0.8768,53.4152,-176.7722,43.7803,27.2489,27.2428,-40.4683,-371.8792,26.2879,20.3386,135.8129,-45.3133,-527.4313,22.6471,18.5740,169.9840,-36.3640
10,1,1,5.8310,1.0000,0.0000,0.0000,1.4454,295.7205,574.7188,-150.7654,38.6986,25.1526,13.6222,-21.2281,-336.2528,20.3797,15.3596,118.6536,-11.9918,-503.0942,17.1412,12.2606,152.8986,2.5147
20,1,1,6.0828,1.0000,0.0000,0.0000,1.9158,402.6352,788.9357,-152.6903,41.3411,21.8975,14.4584,-8.5925,-406.4331,22.8489,9.0476,139.6268,20.6422,-641.4302,20.5166,3.9065,183.7585,44.2430
